ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-0279RL,475 ㎡,510 ㎡,Impresionante Chalet de Nueva Construcción en el Corazón de Ses Salines,Sureste,Ses Salines,3.600.000 EUR,5,5
W-02XNYY,191 ㎡,,Exclusiva villa adosada en la lujosa urbanización Amber Village - Port Andratx,Suroeste,Port Andratx,3.050.000 EUR,3,4
W-02JNLW,382 ㎡,"5,5 ㏊",Finca de nueva construcción con vistas panorámicas y diseño de primera clase,Sureste,Felanitx,7.800.000 EUR,3,4
W-02XWHS,463 ㎡,1.300 ㎡,Vida de lujo en la costa de Sa Torre,Sur,Sa Torre,8.250.000 EUR,6,8
W-02XPTS,146 ㎡,,Auténtica planta baja en el centro de Llucmajor,Sur,Llucmajor,635.000 EUR,3,2
W-02NT5V,866 ㎡,2.002 ㎡,Villa totalmente reformada con impresionantes vistas a Palma en Son Vida,Son Vida & Palma Alrededores,Son Vida,6.950.000 EUR,6,6
W-02XLZK,230 ㎡,"4,03 ㏊",Oportunidad única: Encantadora casa de campo acabada y solar edificable con proyecto en Inca,Central,Inca,1.980.000 EUR,4,4
W-02XBCC,170 ㎡,,Apartamento reformado en Cas Catalá con bonitas vistas verdes,Suroeste,Cas Catalá,1.490.000 EUR,3,2
W-02Y2DW,,589 ㎡,Solar con proyecto edificable en Port de Sóller,Oeste,Puerto de Sóller,950.000 EUR,,
W-02XWC0,154 ㎡,,Amplio apartamento con vistas parciales al mar en una comunidad muy popular,Suroeste,Sol de Mallorca,1.100.000 EUR,3,2
W-02XZL9,116 ㎡,,Fantástico apartamento dúplex en una comunidad pequeña con piscina en Puerto Pollensa,Norte,Puerto Pollensa,575.000 EUR,4,3
W-02XYRN,616 ㎡,"2,53 ㏊",Finca exclusiva de piedra natural con vistas panorámicas y licencia de alquiler,Sureste,Ses Salines,4.950.000 EUR,7,5
W-02X17K,278 ㎡,,Joya exclusiva en muy buena ubicación con vistas al mar en Cas Catala,Suroeste,Cas Catalá,4.950.000 EUR,2,2
W-02NXWO,,896 ㎡,Terreno urbano en el corazón de Llucmajor,Sur,Llucmajor,450.000 EUR,,
W-02P6FI,230 ㎡,"1,71 ㏊",Encantadora casa de campo de nueva construcción cerca de Llubi,Central,Inca,1.690.000 EUR,4,4
W-02A3CG,740 ㎡,978 ㎡,Villa moderna y espaciosa con impresionantes vistas al mar en Anchorage Hill,Suroeste,Bendinat,11.000.000 EUR,4,5
W-02Y0EV,137 ㎡,,Fantástico piso de nueva construcción con vistas al mar en Palma,Palma,La Bonanova,2.550.000 EUR,3,2
W-02XOPK,223 ㎡,,"Exclusivo piso con terraza, ascensor y piscina comunitaria",Palma,Palma Catedral - Casco Antiguo,2.500.000 EUR,3,4
W-02VDVB,560 ㎡,839 ㎡,Fantástica villa mediterránea con vistas a Palma y al mar,Son Vida & Palma Alrededores,Palma Golf,3.950.000 EUR,5,4
W-024RYX,863 ㎡,2.100 ㎡,Espectacular Villa en Son Vida con vistas al mar y a Palma,Son Vida & Palma Alrededores,Son Vida,9.500.000 EUR,5,5
W-02XO5H,,"1,51 ㏊",Gran terreno en Llucmajor,Sur,Llucmajor,199.000 EUR,,
W-02XQN1,230 ㎡,645 ㎡,Casa moderna en el puerto de Port Andratx,Suroeste,Port Andratx,3.550.000 EUR,3,3
W-02XPOM,,"8,6 ㏊",Amplio terreno edificable en ubicación tranquila – cerca de la paradisíaca Playa de Muro,Norte,Can Picafort,1.350.000 EUR,,
W-02XW7X,780 ㎡,2.040 ㎡,Moderna villa en Son Vida con mucha privacidad y jardín,Son Vida & Palma Alrededores,Son Vida,4.900.000 EUR,4,4
W-02VWAJ,314 ㎡,4.000 ㎡,Excelente propiedad con vistas al mar en Son Font,Suroeste,Calvià,6.800.000 EUR,3,3
W-028TD9,,960 ㎡,Solar en un entorno pintoresco,Suroeste,Capdella,420.000 EUR,,
W-02XBZZ,332 ㎡,,Moderna casa en perfecto estado con vistas al mar,Norte,Alcudia,2.900.000 EUR,5,4
W-02XUCH,,1.078 ㎡,"Solar urbano en venta en la prestigiosa zona de Bonaire, en Mallorca",Norte,Alcudia,295.000 EUR,,
W-02USKH,716 ㎡,1.923 ㎡,Villa de nueva construcción con inigualables vistas panorámicas al mar,Suroeste,Santa Ponsa,8.200.000 EUR,4,5
W-02XV2U,70 ㎡,,Soleado apartamento de vacaciones con vistas panorámicas al mar y a la piscina,Suroeste,Port Andratx,1.500.000 EUR,2,1
W-02XV1P,105 ㎡,,Apartamento mediterráneo con fantásticas vistas al mar y a la piscina,Suroeste,Port Andratx,1.700.000 EUR,2,1
W-00W1E8,470 ㎡,"2,12 ㏊",Finca de nueva construcción con estilo en zona muy solicitada,Sureste,Santanyí,3.865.000 EUR,4,4
W-020UOI,555 ㎡,302 ㎡,Casa señorial con carácter en Llucmajor,Sur,Llucmajor,2.000.000 EUR,5,3
W-02MLWO,634 ㎡,"1,95 ㏊",Finca innovadora de nueva construcción en una zona tranquila,Sureste,Campos,6.950.000 EUR,5,5
W-02XL0L,203 ㎡,425 ㎡,Moderno pareado con vistas al mar,Sur,Puig de Ros,1.500.000 EUR,3,3
W-02XFAH,366 ㎡,,Planta baja tipo loft con proyecto de reforma,Palma,Palma Catedral - Casco Antiguo,960.000 EUR,2,3
W-02WZET,964 ㎡,1.360 ㎡,Histórica propiedad del siglo XIV en el corazón de Mancor de la Vall,Central,Mancor del Valle,1.950.000 EUR,6,4
W-02LMO8,590 ㎡,"2,1 ㏊",Lujosa finca con privacidad y estilo cerca de Cas Concos,Sureste,Cas Concos,3.450.000 EUR,4,4
W-02W1W2,,875 ㎡,Solar con vistas al mar y proyecto de construcción,Suroeste,Santa Ponsa,1.990.000 EUR,,
W-0190ZK,1.563 ㎡,8.170 ㎡,Villa ecléctica con un excepcional spa en Son Vida,Son Vida & Palma Alrededores,Son Vida,9.900.000 EUR,6,6
W-02X6UQ,,1.557 ㎡,Fantástica parcela con licencia de construcción en Puerto Pollensa,Norte,Puerto Pollensa,895.000 EUR,,
W-02XKQQ,132 ㎡,173 ㎡,Exclusiva vivienda familiar en construcción,Central,Consell,800.000 EUR,4,4
W-02SY6Z,,"1,88 ㏊",Preciosa parcela con viñedo y licencia,Central,Montuiri,260.000 EUR,,
W-02RF7C,392 ㎡,1.765 ㎡,Moderna villa ubicada en zona residencial muy solicitada y cerca de las playas,Suroeste,Sol de Mallorca,4.600.000 EUR,5,6
W-02R10H,215 ㎡,,Maravilloso ático de diseño en Palma estilo NY-loft,Palma,Palma Catedral - Casco Antiguo,1.595.000 EUR,3,3
W-02XLAC,220 ㎡,,"Villa familiar de obra nueva cerca de la ciudad, la playa y escuelas internacionales",Palma,San Agustin,2.750.000 EUR,5,5
W-02XNH0,206 ㎡,,Villa moderna de obra nueva con vistas parciales al mar y piscina privada,Palma,San Agustin,2.850.000 EUR,4,4
W-01W6MD,427 ㎡,2.242 ㎡,Villa exclusiva con piscina cerca de la playa.,Sureste,Portocolom,3.200.000 EUR,7,6
W-02XDCY,336 ㎡,1.032 ㎡,CAN TUDÓ – Villa galardonada internacionalmente por su excelencia arquitectónica,Suroeste,Paguera,4.400.000 EUR,4,4
W-02XEI9,5.568 ㎡,"24,14 ㏊",Colección Exclusiva de Propiedades de Lujo en Bunyola,Central,Bunyola,75.900.000 EUR,29,32
W-02PWNN,967 ㎡,1.978 ㎡,Lujosa villa de nueva construcción en Nova Santa Ponsa,Suroeste,Santa Ponsa,6.550.000 EUR,7,8
W-02X5S1,208 ㎡,,Elegante vivienda renovada en ubicación exclusiva,Palma,Palma Catedral - Casco Antiguo,1.695.000 EUR,3,3
W-02WSCQ,548 ㎡,3.448 ㎡,Extraordinario palacio modernista reformada,Central,Santa María,4.950.000 EUR,6,6
W-02XDQK,129 ㎡,,Elegante apartamento con jardín e impresionantes vistas al mar en Bendinat,Suroeste,Bendinat,1.600.000 EUR,4,2
W-02VRXQ,291 ㎡,,"Sofisticado ático con terraza, parking y ascensor en Passeig del Born",Palma,Palma Catedral - Casco Antiguo,8.000.000 EUR,3,3
W-02XJ5D,230 ㎡,214 ㎡,Casa de pueblo para reformar en Son Servera,Noreste,Son Servera,565.000 EUR,5,2
W-009Y0M,240 ㎡,312 ㎡,Elegante adosado con ascensor y azotea,Sureste,Santanyí,2.450.000 EUR,3,4
W-02OFUD,660 ㎡,"1,65 ㏊",Espectacular finca en Llucmajor,Sur,Llucmajor,2.200.000 EUR,5,5
W-009XQF,235 ㎡,"1,64 ㏊",Nuevo proyecto de construcción cerca de Cas Concos,Sureste,Felanitx,1.500.000 EUR,4,4
W-02XIC7,518 ㎡,893 ㎡,Exclusiva villa nueva en construcción en Port Andratx,Suroeste,Port Andratx,4.900.000 EUR,4,4
W-02XFWR,439 ㎡,"2,05 ㏊",Mansión impresionante con viñedo en Artá,Noreste,Artá,4.250.000 EUR,6,6
W-02X6SE,385 ㎡,440 ㎡,Casa mediterránea con licencia de alquiler vacacional,Son Vida & Palma Alrededores,Establiments,1.250.000 EUR,4,4
W-02SZSQ,523 ㎡,"1,53 ㏊",Residencia mediterránea autosuficiente en una ubicación única,Central,Santa María,6.600.000 EUR,4,4
W-02X2P2,340 ㎡,10.441 ㎡,Finca moderna en Andratx,Suroeste,Andratx,2.550.000 EUR,4,4
W-02XDUP,94 ㎡,,Planta baja con jardín a pocos minutos de la playa,Palma,San Agustin,795.000 EUR,3,2
W-02WSRR,361 ㎡,1.480 ㎡,Exclusiva joya en Port Andratx con fantásticas vistas al puerto,Suroeste,Port Andratx,9.750.000 EUR,6,6
W-02WAVT,,"1,41 ㏊",Solar con vistas a la montaña en Llucmajor,Sur,Llucmajor,495.000 EUR,,
W-01M3T8,900 ㎡,3.500 ㎡,Villa de ensueño en un paraje excepcional,Norte,Pollensa,9.700.000 EUR,7,7
W-02X0MG,210 ㎡,,Maravilloso apartamento tipo loft a pocos minutos del centro de Sóller,Oeste,Sóller,999.999 EUR,3,2
W-02WPGR,180 ㎡,"2,01 ㏊",Innovadora finca de nueva construcción cerca de Ses Salines,Sureste,Ses Salines,1.995.000 EUR,3,3
W-02U2ZY,79 ㎡,,Piso de lujo en excepcional complejo residencial de nueva construcción,Palma,Portixol & Molinar,895.000 EUR,2,2
W-02V5XA,109 ㎡,,Moderna propiedad cerca de las Ramblas,Palma,Palma Catedral - Casco Antiguo,850.000 EUR,2,1
W-02VBGG,163 ㎡,236 ㎡,Moderno pareado en Puig de Ros,Sur,Puig de Ros,1.185.000 EUR,4,3
W-02XBKQ,,"2,12 ㏊",Precioso solar con licencia en Moscari,Central,Moscari,895.000 EUR,,
W-009XQ9,280 ㎡,700 ㎡,Vivienda de alto standing en un entorno exclusivo con jardín y piscina,Sureste,Portocolom,1.750.000 EUR,4,4
W-02XAUI,1.784 ㎡,"14,83 ㏊",Una nueva experiencia de vida exclusiva,Central,Algaida,17.500.000 EUR,14,17
W-02XADI,459 ㎡,211 ㎡,"Proyecto de renovación en Artá: casa de pueblo con terraza, piscina y bodega",Noreste,Artá,695.000 EUR,4,4
W-02WXVJ,93 ㎡,,"Piso de obra nueva con terraza, parking y piscina comunitaria",Palma,Portixol & Molinar,995.000 EUR,2,2
W-02X6VT,166 ㎡,,Casa de pueblo de nueva construcción en Sóller,Oeste,Sóller,1.190.000 EUR,3,3
W-02WTWU,,"2,19 ㏊",Parcela rústica con licencia de obra en Pollença,Norte,Pollensa,550.000 EUR,,
W-02WYF1,81 ㎡,,Exquisito Apartamento en complejo residencial Cormorán,Palma,San Agustin,695.000 EUR,2,2
W-02X9E0,201 ㎡,,Amplio apartamento con potencial y ascensor,Palma,Palma Catedral - Casco Antiguo,1.260.000 EUR,4,2
W-02N719,,1.565 ㎡,Parcela con permiso de obras y vistas,Suroeste,Santa Ponsa,850.000 EUR,,
W-02UGYB,826 ㎡,1.291 ㎡,Palacio histórico con gran jardín,Central,Santa María,3.500.000 EUR,8,1
W-0220UD,277 ㎡,7.616 ㎡,Casa de campo con una coqueta casa de invitados,Norte,Pollensa,1.400.000 EUR,4,4
W-02W6BP,368 ㎡,"9,39 ㏊",Imponente finca de nueva construcción con piscina infinity y vistas lejanas al mar,Norte,Alcudia,3.500.000 EUR,4,4
W-02VQ6B,,"1,44 ㏊",Parcela con proyecto y vistas,Sur,Llucmajor,650.000 EUR,,
W-02WZZJ,361 ㎡,,Aurum: Villa de obra nueva premium con piscina infinita privada,Suroeste,Port Andratx,2.750.000 EUR,3,3
W-02X01E,578 ㎡,,Aurum: Villa de Diseño Amplia con Vistas de Ensueño al Puerto,Suroeste,Port Andratx,5.400.000 EUR,3,4
W-02X1QD,518 ㎡,,Aurum: Exclusiva villa nueva con piscina privada y espectaculares vistas al Puerto,Suroeste,Port Andratx,4.150.000 EUR,3,4
W-02X1QO,449 ㎡,,"Aurum: Villa de obra nueva con diseño único, primeras calidades y vistas al puerto",Suroeste,Port Andratx,3.550.000 EUR,3,3
W-02TXMU,400 ㎡,1.044 ㎡,Finca de nueva construcción para las más altas exigencias,Suroeste,Capdella,3.850.000 EUR,5,4
W-02VG1D,907 ㎡,2.000 ㎡,Lujosa villa en Son Vida con impresionantes vistas a la montaña,Son Vida & Palma Alrededores,Son Vida,6.500.000 EUR,5,5
W-02X51U,218 ㎡,237 ㎡,Proyecto en ubicación de ensueño en la bahía de Pollensa,Norte,Alcudia,1.600.000 EUR,3,3
W-02J4NY,518 ㎡,"1,95 ㏊",Finca de nueva construcción cerca de Santanyí,Sureste,Santanyí,3.600.000 EUR,4,4
W-02WW5G,1.497 ㎡,"96,61 ㏊",Magnífica finca del Siglo XVIII en Puigpunyent,Son Vida & Palma Alrededores,Puigpunyent & Galilea,7.500.000 EUR,8,2
W-02TQYF,660 ㎡,"2,4 ㏊",Proyecto de nueva construcción como una obra maestra arquitectónica,Sureste,Campos,5.750.000 EUR,6,7
W-02S4EP,282 ㎡,1.554 ㎡,Villa moderna en una ubicación de ensueño con vistas espectaculares,Suroeste,Port Andratx,12.950.000 EUR,5,6
W-02TX7H,261 ㎡,284 ㎡,Adosado con piscina en el centro de Felanitx,Sureste,Felanitx,1.580.000 EUR,3,3
W-02VMAH,1.070 ㎡,2.000 ㎡,Preciosa villa en primera línea con acceso al mar & licencia vacacional,Suroeste,Port Andratx,16.900.000 EUR,7,8
W-02WZI0,130 ㎡,,Lujoso ático con piscina privada en zona residencial privilegiada,Suroeste,Santa Ponsa,2.390.000 EUR,2,2
W-02WCCK,,1.066 ㎡,Solar en zona urbana de Sa Cabaneta,Central,Sa Cabaneta,390.000 EUR,,
W-02WE8V,,"2,82 ㏊","Proyecto para construir una casa de campo de cuatro habitaciones en Son Fe, Alcudia",Norte,Alcudia,950.000 EUR,,
W-02WTRX,671 ㎡,2.290 ㎡,Villa mediterránea con licencia de alquiler vacacional en Son Vida,Son Vida & Palma Alrededores,Son Vida,4.600.000 EUR,6,6
W-02WYBR,297 ㎡,470 ㎡,Exclusivo chalet adosado con piscina,Sureste,Portocolom,1.890.000 EUR,5,4
W-02V64T,914 ㎡,2.018 ㎡,Exclusiva villa de nueva construcción con piscina cubierta y amplia zona de spa,Son Vida & Palma Alrededores,Son Vida,8.900.000 EUR,5,5
W-02X073,898 ㎡,2.300 ㎡,Fantástica villa de nueva construcción con vistas al mar en Portals Nous,Suroeste,Portals,16.950.000 EUR,7,8
W-02X0AG,7.000 ㎡,"314,48 ㏊",Propiedad de inversión con dos mansiones,Noreste,Manacor,18.000.000 EUR,11,11
W-02WEF7,371 ㎡,"3,48 ㏊",Moderna Finca de Nueva Construcción con Vistas de Ensueño a la Sierra de Tramuntana,Central,Montuiri,3.800.000 EUR,4,5
W-02UGOD,449 ㎡,"1,7 ㏊",Encantadora Finca en la Tramuntana con Vistas Panorámicas,Son Vida & Palma Alrededores,Puigpunyent & Galilea,3.995.000 EUR,5,4
W-02W5PM,162 ㎡,,Elegante Planta Noble en una histórica Casa Señorial restaurada,Palma,Palma Catedral - Casco Antiguo,1.595.000 EUR,3,3
W-02W5PH,184 ㎡,,Moderna planta baja dúplex en una casa señorial reformada,Palma,Palma Catedral - Casco Antiguo,1.500.000 EUR,2,3
W-02WJ5E,172 ㎡,,Proyecto de renovación con licencia y cambio de uso,Palma,Palma Catedral - Casco Antiguo,1.100.000 EUR,3,2
W-02GPRA,280 ㎡,"1,59 ㏊",Encantadora casa de campo con piscina climatizada y licencia de alquiler,Norte,Alcudia,2.690.000 EUR,5,5
W-02WIWC,492 ㎡,"2,25 ㏊",Maravillosa villa con fantásticas vistas a Selva,Central,Selva,4.999.999 EUR,7,3
W-02WJF6,480 ㎡,1.001 ㎡,Villa de lujo con fantásticas vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,6.950.000 EUR,4,4
W-02WKZB,49 ㎡,,Encantador pied-à-terre en el corazón de Calatrava,Palma,Palma Catedral - Casco Antiguo,390.000 EUR,1,1
W-02WGKI,,1.950 ㎡,Oportunidad de inversión en Santa Eugenia,Central,Santa Eugenia,1.200.000 EUR,,
W-02T55L,479 ㎡,"1,6 ㏊",Espectacular finca de obra nueva en Alaró,Central,Alaró,5.900.000 EUR,4,4
W-02WWMR,283 ㎡,851 ㎡,Villa en la naturaleza con licencia ETV,Noreste,Cala Ratjada,1.750.000 EUR,7,4
W-02EEHA,490 ㎡,7.933 ㎡,Villa espectacular en la mejor zona de Puntiró,Central,Puntiró,3.200.000 EUR,4,3
W-02NFGG,267 ㎡,"5,88 ㏊",Casa de campo con vistas espectaculares en Alaró,Central,Alaró,2.800.000 EUR,5,3
W-02WVQ4,433 ㎡,849 ㎡,Gran casa al puerto con proyecto de reforma,Noreste,Colonia de St. Pere,3.000.000 EUR,5,3
W-02ULI1,332 ㎡,927 ㎡,Villa de alta calidad con vistas panorámicas al mar en una ubicación excelente,Suroeste,Santa Ponsa,5.800.000 EUR,4,3
W-02GYG3,535 ㎡,1.611 ㎡,"Villa ""Gaviota"" con increíble arquitectura y vistas al mar",Suroeste,Andratx,11.900.000 EUR,4,4
W-02SQ6A,341 ㎡,"2,12 ㏊",Preciosa y moderna casa de campo en Santa María,Central,Santa María,3.800.000 EUR,4,4
W-02WQKA,168 ㎡,,Exclusivo ático en codiciado complejo residencial en el campo de golf,Suroeste,Bendinat,2.250.000 EUR,3,3
W-02WMMA,571 ㎡,1.259 ㎡,Villa energéticamente eficiente de nueva construcción con vistas al mar,Suroeste,Port Andratx,11.500.000 EUR,4,4
W-02V28S,,"1,49 ㏊",Idílico terreno con licencia en Ariany,Central,Ariany,350.000 EUR,,
W-02VXFA,575 ㎡,"2,81 ㏊",Preciosa finca con piscina en Llucmajor,Sur,Llucmajor,3.500.000 EUR,4,4
W-02WIWD,200 ㎡,2.354 ㎡,Tradicional casa mallorquina con impresionantes vistas hacia el histórico Sóller.,Oeste,Sóller,959.000 EUR,4,3
W-02WPWK,455 ㎡,843 ㎡,Espectacular proyecto con piscina en Caimari,Central,Caimari,3.800.000 EUR,4,7
W-02WOD0,250 ㎡,,Villa moderna con vistas al mar,Suroeste,Port Andratx,3.850.000 EUR,3,3
W-009Y0H,700 ㎡,"2,6 ㏊",Finca nueva en una ubicación idílica con vistas al mar,Sureste,Son Macia,4.950.000 EUR,4,4
W-01YPPR,575 ㎡,"1,78 ㏊",Amplia propiedad con vistas al mar a las puertas de Santanyi,Sureste,Santanyí,5.950.000 EUR,5,7
W-021QOP,494 ㎡,1.083 ㎡,Espectacular chalet cerca de Palma con ETV,Central,Sa Cabaneta,3.350.000 EUR,6,3
W-02WO7O,438 ㎡,1.129 ㎡,Exclusiva villa en Bendinat con impresionantes vistas al mar,Suroeste,Bendinat,5.950.000 EUR,5,5
W-00ABG1,280 ㎡,660 ㎡,Villa en zona tranquila en Bonanova,Palma,La Bonanova,2.100.000 EUR,3,3
W-0222DK,450 ㎡,,Villa de nueva construcción en estilo purista en primera línea de mar,Sureste,Cala Murada,1.975.000 EUR,3,3
W-02WLA8,,"2,33 ㏊",Gran terreno edificable en Algaida,Central,Algaida,298.000 EUR,,
W-02WQ2F,181 ㎡,,Chalet semi adosado de obra nueva en Alaró,Central,Alaró,1.150.000 EUR,3,3
W-02WQ21,184 ㎡,162 ㎡,Chalet semi adosado de obra nueva en Alaró,Central,Alaró,1.150.000 EUR,3,3
W-02WK8B,389 ㎡,2.184 ㎡,Villa sostenible de lujo totalmente renovada,Son Vida & Palma Alrededores,Esporles,1.890.000 EUR,5,3
W-00ACBJ,450 ㎡,1.329 ㎡,Fantástica villa en una exclusiva zona residencial,Suroeste,Santa Ponsa,5.900.000 EUR,5,4
W-02GEZW,228 ㎡,67 ㎡,Casa de Pueblo en el centro de Fornalutx,Oeste,Fornalutx,595.000 EUR,4,1
W-02WKUQ,108 ㎡,433 ㎡,Moderno chalet pareado con vistas al mar,Sur,Cala Pi,675.000 EUR,3,3
W-02W6T9,,9 ㏊,"Proyecto para una finca con espectaculares vistas al mar en Son Fe, Alcudia",Norte,Alcudia,1.550.000 EUR,,
W-02VG2J,255 ㎡,2.000 ㎡,Excepcional proyecto de construcción en la urbanización de Bonaire,Norte,Alcudia - Bonaire,1.995.000 EUR,4,3
W-02WIXQ,390 ㎡,2.201 ㎡,Villa mediterránea con vistas al mar y proyecto,Suroeste,Camp de Mar,6.500.000 EUR,7,3
W-02RD98,289 ㎡,925 ㎡,Villa familiar con privacidad,Suroeste,Santa Ponsa,4.250.000 EUR,5,4
W-02SB4P,325 ㎡,265 ㎡,Exclusiva casa de pueblo en Santa Maria,Central,Santa María,2.500.000 EUR,4,4
W-02WOK8,88 ㎡,,Moderno adosado con vistas al mar y cerca de la playa de Illetas,Suroeste,Illetas,980.000 EUR,2,1
W-02JNZV,569 ㎡,1.194 ㎡,Villa premium de nueva construcción en primera línea con acceso directo al mar,Suroeste,Camp de Mar,28.000.000 EUR,5,7
W-02VV0G,426 ㎡,1.203 ㎡,Moderno chalet con espectaculares vistas en Cas Català,Suroeste,Cas Catalá,5.400.000 EUR,5,5
W-02WFLA,113 ㎡,,Ático de playa con amplias terrazas en el corazón de Palmanova,Suroeste,Palmanova,1.030.000 EUR,3,2
W-02WJ0U,441 ㎡,983 ㎡,Villa de lujo completamente renovada con piscina en Puerto Pollensa,Norte,Puerto Pollensa,2.800.000 EUR,6,7
W-01ZEFF,250 ㎡,"2,51 ㏊",Encantadora casa mallorquina con piscina y ETV,Central,Lloseta,1.250.000 EUR,3,1
W-02W7KR,120 ㎡,31 ㎡,"Edificio de diseño único cerca del puerto deportivo, Puerto de Alcudia",Norte,Puerto Alcudia,1.100.000 EUR,2,1
W-02UEVM,517 ㎡,4.028 ㎡,Villa mediterránea y jardines,Suroeste,Santa Ponsa,7.500.000 EUR,5,5
W-02PJTI,234 ㎡,232 ㎡,Moderna casa en Llucmajor con piscina y garaje,Sur,Llucmajor,840.000 EUR,4,2
W-02W1C2,490 ㎡,"7,03 ㏊",Finca histórica en una ubicación privilegiada en la colina,Sureste,Porreres,5.800.000 EUR,4,4
W-02V5N8,329 ㎡,988 ㎡,Villa moderna con maravillosas vistas al mar,Suroeste,Port Andratx,6.350.000 EUR,4,4
W-02WJ3U,282 ㎡,1.997 ㎡,Villa de dos unidades con vistas al mar,Noreste,Costa de Los Pinos,2.650.000 EUR,4,3
W-02DXAT,414 ㎡,"9,62 ㏊",Gran casa de campo con pista de tenis y ETV,Central,Algaida,2.950.000 EUR,6,7
W-02WASD,60 ㎡,,Moderno apartamento con magníficas vistas al puerto,Suroeste,Port Andratx,695.000 EUR,2,2
W-02VS9Y,506 ㎡,1.311 ㎡,Lujo incomparable con vistas panorámicas a la bahía de Palma,Son Vida & Palma Alrededores,Palmanyola,6.850.000 EUR,4,4
W-02O282,99 ㎡,,Apartamento lujoso en primera linea,Suroeste,Port Andratx,1.750.000 EUR,2,2
W-02WGDB,452 ㎡,"2,14 ㏊",Finca única y exclusiva en Llucmajor,Sur,Llucmajor,3.900.000 EUR,4,4
W-02WGGK,300 ㎡,"10,58 ㏊",Arquitectura en armonía con la naturaleza,Noreste,Artá,1.800.000 EUR,4,4
W-02WGE9,,"1,57 ㏊",Solar con proyecto en un lugar precioso,Noreste,Manacor,395.000 EUR,,
W-02VZ8A,206 ㎡,594 ㎡,Exclusiva villa de nueva construcción en el corazón de Calvià,Suroeste,Calvià,2.450.000 EUR,3,2
W-02WHMK,,"1,51 ㏊",Parcela con licencia de obras y vistas al mar,Noreste,Porto Cristo,650.000 EUR,,
W-02WH6Z,,2.773 ㎡,Parcela urbanizada con vistas panorámicas,Noreste,Manacor,330.000 EUR,,
W-02W6HY,447 ㎡,7.051 ㎡,Encantadora casa de campo con pozo propio en Establiments,Son Vida & Palma Alrededores,Establiments,1.995.000 EUR,4,3
W-02WF2E,,"2,56 ㏊",Gran terreno en Santa Eugenia,Central,Santa Eugenia,330.000 EUR,,
W-02W6GR,137 ㎡,"1,54 ㏊",Preciosa casa de campo con licencia de alquiler vacacional ubicada en Campanet,Norte,Campanet,1.150.000 EUR,2,2
W-02UM6C,1.063 ㎡,2.000 ㎡,Exclusivo inmueble en primera línea con embarcadero,Suroeste,Port Andratx,16.900.000 EUR,6,8
W-02V5OA,525 ㎡,"1,66 ㏊",Moderna finca de nueva construcción con vistas al mar y panorámicas.,Sureste,Ses Salines,4.295.000 EUR,5,4
W-02L5J1,,8.766 ㎡,Terreno edificable con vistas en Puntiró,Central,Puntiró,389.000 EUR,,
W-02W5K6,523 ㎡,1.374 ㎡,¡Villa de diseño en primera línea de mar!,Suroeste,Port Adriano,11.900.000 EUR,4,4
W-02WDGD,236 ㎡,"1,77 ㏊",Auténtica finca con jardín de árboles maduros,Noreste,Capdepera,995.000 EUR,2,2
W-02BXLQ,748 ㎡,2.095 ㎡,Villa de nueva construcción con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,8.900.000 EUR,5,6
W-02W7XL,119 ㎡,159 ㎡,Fabulosa casa de pueblo reformada con licencia de alquiler vacacional,Norte,Santa Margalida,645.000 EUR,2,2
