habitaciones,banos,zona,localizacion,precio,superficie_construida_m2,superficie_parcela_m2
4,5,Suroeste,Costa d'en Blanes,7500000.0,478.0,1070.0
3,3,Suroeste,Santa Ponsa,1625000.0,130.0,0.0
3,1,Palma,Portixol & Molinar,645000.0,100.0,0.0
4,3,Noreste,Costa de Los Pinos,2950000.0,407.0,1952.0
4,3,Son Vida & Palma Alrededores,Son Vida,6300000.0,455.0,2635.0
5,3,Norte,Pollensa,1150000.0,230.0,215.0
7,6,Son Vida & Palma Alrededores,Palma Golf,3250000.0,631.0,776.0
6,6,Oeste,Deià,,902.0,2316.0
2,2,Norte,Pollensa,895000.0,115.0,105.0
4,2,Norte,Pollensa,750000.0,271.0,2902.0
3,3,Noreste,Colonia de St. Pere,1000000.0,138.0,250200.0
4,4,Sureste,Campos,4290000.0,730.0,44100.0
3,3,Norte,Puerto Alcudia - Alcanada,1900000.0,156.0,389.0
7,7,Sureste,Portopetro,3000000.0,880.0,14700.0
0,0,Central,Sencelles,2100000.0,0.0,89600.0
6,10,Sureste,Santanyí,,596.0,18100.0
4,4,Noreste,Colonia de St. Pere,1250000.0,183.0,203100.0
4,2,Norte,Pollensa,735000.0,182.0,77.0
4,3,Central,Algaida,2100000.0,306.0,536.0
4,3,Noreste,Son Carrio,698250.0,176.0,0.0
3,2,Central,Binissalem,1390000.0,211.0,207.0
2,2,Palma,Palma Catedral - Casco Antiguo,695000.0,90.0,0.0
4,4,Noreste,Font de Sa Cala,4150000.0,257.0,990.0
5,6,Norte,Campanet,1850000.0,373.0,312.0
4,3,Central,Sineu,1700000.0,294.0,15600.0
3,3,Suroeste,Capdella,6600000.0,360.0,16000.0
3,3,Sur,Puig de Ros,1150000.0,157.0,315.0
2,2,Sureste,Campos,1150000.0,363.0,29400.0
6,6,Sureste,Santanyí,3900000.0,512.0,15700.0
4,3,Norte,Puerto Alcudia,675000.0,107.0,0.0
4,3,Norte,Muro,1300000.0,170.0,18400.0
8,6,Noreste,Cala Ratjada,2495000.0,708.0,1366.0
4,6,Norte,Alcudia,4200000.0,500.0,14900.0
4,3,Sureste,Campos,1490000.0,254.0,230.0
11,10,Central,Alaró,,1538.0,4200.0
4,3,Norte,Puerto Alcudia - Alcanada,1790000.0,272.0,430.0
2,1,Norte,Alcudia,695000.0,181.0,0.0
4,4,Suroeste,Bendinat,4200000.0,282.0,1439.0
4,5,Central,Llubí,2500000.0,398.0,20700.0
4,4,Noreste,Cala Ratjada,1600000.0,270.0,730.0
5,5,Sureste,Felanitx,3500000.0,498.0,26000.0
4,4,Suroeste,Costa d'en Blanes,8900000.0,589.0,970.0
4,3,Sur,Llucmajor,800000.0,361.0,172.0
4,4,Suroeste,Costa d'en Blanes,9500000.0,590.0,976.0
2,2,Suroeste,Portals,1200000.0,76.0,0.0
2,3,Palma,Palma Catedral - Casco Antiguo,1800000.0,119.0,0.0
4,3,Suroeste,Andratx,4500000.0,245.0,29900.0
6,6,Sureste,Cala Llombards,6500000.0,878.0,15700.0
0,0,Norte,Santa Margalida,495000.0,0.0,26500.0
1,1,Palma,Palma Catedral - Casco Antiguo,280000.0,33.0,0.0
6,8,Suroeste,Costa d'en Blanes,25000000.0,1065.0,2500.0
5,7,Sureste,Alquería Blanca,,423.0,729.0
5,3,Norte,Alcudia,1750000.0,245.0,18100.0
3,2,Norte,Pollensa,1350000.0,131.0,109.0
2,2,Noreste,Capdepera,780000.0,120.0,55.0
4,4,Suroeste,Cas Catalá,1495000.0,148.0,0.0
4,3,Sureste,Felanitx,1600000.0,260.0,240.0
3,2,Palma,Es Forti,595000.0,86.0,0.0
11,6,Oeste,Sóller,2700000.0,649.0,1188.0
5,4,Suroeste,Santa Ponsa,4200000.0,329.0,1030.0
4,4,Sureste,Son Macia,,848.0,50300.0
5,4,Noreste,San Lorenzo,6900000.0,490.0,30000.0
2,2,Noreste,Capdepera,750000.0,140.0,146.0
5,4,Norte,Puerto Alcudia,1600000.0,352.0,42800.0
3,2,Noreste,Costa de Los Pinos,1690000.0,154.0,1127.0
4,3,Suroeste,S'Arraco,2400000.0,218.0,7963.0
4,2,Central,Santa María,5500000.0,595.0,14200.0
3,3,Norte,Campanet,1100000.0,144.0,260.0
3,2,Norte,Puerto Alcudia,790000.0,107.0,315.0
6,5,Sureste,Campos,3650000.0,436.0,14200.0
2,2,Palma,San Agustin,1150000.0,90.0,0.0
3,2,Central,San Juan,597500.0,158.0,139.0
2,1,Norte,Puerto Alcudia - Alcanada,460000.0,58.0,0.0
6,5,Central,Puntiró,5950000.0,622.0,7904.0
6,5,Central,Puntiró,5950000.0,622.0,7904.0
5,6,Suroeste,Port Andratx,13500000.0,690.0,1113.0
3,2,Norte,Pollensa,1300000.0,251.0,90300.0
3,2,Sureste,Colonia de Sant Jordi,1350000.0,118.0,371.0
4,3,Sur,Puig de Ros,899000.0,155.0,300.0
0,0,Sureste,Alquería Blanca,1400000.0,0.0,35000.0
2,2,Central,Alaró,619000.0,143.0,83.0
3,2,Central,Sineu,1580000.0,341.0,16800.0
2,2,Noreste,Canyamel,500000.0,75.0,0.0
5,4,Central,Bunyola,1350000.0,387.0,5043.0
4,4,Norte,Pollensa,3475000.0,368.0,18100.0
2,2,Noreste,Canyamel,585000.0,75.0,0.0
4,3,Son Vida & Palma Alrededores,Palmanyola,3400000.0,315.0,1003.0
6,6,Central,Caimari,2250000.0,375.0,34300.0
3,3,Sur,Cala Blava,1550000.0,217.0,705.0
2,1,Noreste,Canyamel,436000.0,68.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,2300000.0,145.0,0.0
3,2,Palma,Son Armadams,760000.0,219.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,1690000.0,85.0,0.0
4,4,Sur,Llucmajor,1795000.0,490.0,525.0
3,2,Palma,Palma City Centre,1790000.0,190.0,0.0
0,0,Son Vida & Palma Alrededores,Son Vida,4600000.0,0.0,2076.0
6,5,Sur,Las Palmeras,2250000.0,711.0,2185.0
3,3,Central,Montuiri,589000.0,148.0,2015.0
3,2,Palma,Portixol & Molinar,495000.0,85.0,0.0
3,2,Sureste,Santanyí,2900000.0,257.0,1374.0
3,3,Suroeste,Andratx,2890000.0,192.0,0.0
5,5,Sureste,Santanyí,4950000.0,478.0,15600.0
5,5,Suroeste,Port Andratx,11500000.0,479.0,1168.0
2,2,Noreste,Artá,580000.0,120.0,60.0
9,2,Central,Lloret de Vista Alegre,2710000.0,1743.0,759100.0
4,2,Sur,Cala Pi,2900000.0,380.0,992.0
5,3,Suroeste,Calvià,2170000.0,230.0,15900.0
4,4,Suroeste,Santa Ponsa,5500000.0,613.0,1117.0
4,4,Noreste,Manacor,2975000.0,353.0,14700.0
3,2,Son Vida & Palma Alrededores,Palma Golf,1075000.0,101.0,0.0
3,3,Noreste,Costa de Los Pinos,2980000.0,345.0,1388.0
4,5,Suroeste,Santa Ponsa,6900000.0,445.0,1302.0
5,5,Suroeste,Santa Ponsa,5950000.0,398.0,1313.0
4,5,Noreste,Betlem,2950000.0,266.0,839.0
5,2,Central,Binissalem,1980000.0,550.0,387.0
4,3,Central,Algaida,1875000.0,313.0,16200.0
4,4,Suroeste,Santa Ponsa,6950000.0,430.0,1361.0
4,3,Norte,Campanet,695000.0,104.0,3577.0
4,4,Sureste,Campos,2600000.0,305.0,27900.0
5,5,Suroeste,Bendinat,4950000.0,403.0,1260.0
0,0,Sureste,Cala d'Or,1800000.0,0.0,1032.0
0,0,Sureste,Cala d'Or,1500000.0,0.0,1000.0
4,4,Noreste,Porto Cristo Novo,,336.0,16800.0
2,1,Palma,El Terreno,537000.0,63.0,0.0
4,4,Palma,Palma Catedral - Casco Antiguo,3950000.0,243.0,0.0
3,3,Palma,Palma Catedral - Casco Antiguo,2100000.0,210.0,0.0
3,3,Palma,Palma Catedral - Casco Antiguo,1750000.0,159.0,0.0
1,1,Palma,Palma Catedral - Casco Antiguo,380000.0,53.0,0.0
4,4,Palma,Palma Catedral - Casco Antiguo,3100000.0,323.0,0.0
5,5,Suroeste,Port Andratx,6100000.0,500.0,1100.0
4,5,Norte,Cala San Vicente,1350000.0,236.0,532.0
5,7,Son Vida & Palma Alrededores,Son Vida,11500000.0,870.0,2003.0
4,5,Son Vida & Palma Alrededores,Son Vida,5500000.0,677.0,1000.0
3,2,Son Vida & Palma Alrededores,Esporles,795000.0,150.0,129.0
0,0,Central,Sencelles,649000.0,0.0,15200.0
3,1,Central,Sencelles,649000.0,222.0,15200.0
0,0,Noreste,Canyamel,270000.0,0.0,1523.0
8,10,Sureste,Porreres,,4599.0,2070700.0
4,3,Central,Sa Cabaneta,1390000.0,279.0,1276.0
11,8,Sureste,Cas Concos,11950000.0,1760.0,24800.0
4,4,Sureste,Portocolom,3250000.0,382.0,15100.0
2,2,Suroeste,Portals,1325000.0,95.0,0.0
8,6,Central,Binissalem,3900000.0,400.0,8261.0
0,0,Noreste,San Lorenzo,350000.0,0.0,15000.0
7,4,Noreste,Capdepera,5500000.0,928.0,343000.0
3,3,Noreste,Manacor,2200000.0,176.0,2075.0
0,0,Oeste,Deià,3900000.0,681.0,91700.0
0,0,Sureste,Felanitx,385000.0,0.0,540.0
0,0,Central,Caimari,360000.0,0.0,238.0
6,7,Central,Biniamar,1250000.0,323.0,175.0
4,3,Sureste,Cala d'Or,4200000.0,496.0,1500.0
3,3,Sur,Bahía Grande / Bahía Azul,1800000.0,237.0,620.0
5,3,Central,Sa Cabaneta,1690000.0,351.0,1550.0
7,7,Noreste,Canyamel,7500000.0,714.0,4545.0
6,5,Norte,Pollensa,3375000.0,490.0,14200.0
4,3,Sur,Cala Pi,1450000.0,240.0,1500.0
4,2,Sureste,Ses Covetes,1950000.0,180.0,14700.0
3,3,Sureste,Santanyí,1490000.0,173.0,383.0
2,2,Norte,Pollensa,795000.0,110.0,84.0
6,6,Suroeste,Port Andratx,33000000.0,1017.0,2226.0
2,1,Norte,Puerto Alcudia,465000.0,57.0,0.0
3,3,Sur,Llucmajor,1300000.0,191.0,7684.0
3,2,Sureste,Colonia de Sant Jordi,1450000.0,200.0,0.0
4,3,Sur,Sa Torre,2350000.0,428.0,1100.0
4,2,Noreste,Canyamel,6000000.0,300.0,1464.0
3,2,Norte,Santa Margalida,685000.0,100.0,7291.0
0,0,Norte,Can Picafort,255000.0,0.0,14500.0
0,0,Norte,Santa Margalida,275000.0,0.0,14500.0
3,1,Norte,Puerto Alcudia,795000.0,106.0,0.0
3,1,Norte,Alcudia,695000.0,181.0,0.0
3,3,Palma,Sa Teulera,1550000.0,235.0,378.0
4,3,Noreste,Artá,550000.0,200.0,70.0
3,3,Sureste,Santanyí,2500000.0,232.0,235.0
3,2,Central,Alaró,1950000.0,204.0,15000.0
0,0,Sureste,Colonia de Sant Jordi,1600000.0,135.0,210.0
6,2,Norte,Cala San Vicente,745000.0,284.0,551.0
3,2,Norte,Campanet,560000.0,146.0,81.0
3,2,Noreste,Son Servera,795000.0,136.0,0.0
5,5,Suroeste,Santa Ponsa,3900000.0,501.0,1612.0
3,2,Suroeste,Capdella,1200000.0,135.0,0.0
2,2,Oeste,Deià,900000.0,113.0,49.0
3,3,Palma,Palma Catedral - Casco Antiguo,5895000.0,275.0,0.0
4,3,Suroeste,Cas Catalá,1675000.0,170.0,0.0
0,0,Son Vida & Palma Alrededores,Son Vida,5800000.0,0.0,2070.0
6,6,Sureste,Calonge,4600000.0,420.0,16900.0
4,3,Norte,Alcudia - Bonaire,1795000.0,202.0,400.0
4,4,Central,Alaró,2495000.0,508.0,4575.0
3,2,Central,Sineu,1450000.0,225.0,14200.0
4,5,Central,Lloseta,3700000.0,387.0,569.0
4,4,Palma,San Agustin,3200000.0,206.0,0.0
4,4,Norte,Puerto Pollensa,2900000.0,180.0,0.0
4,3,Noreste,Canyamel,1249000.0,223.0,764.0
2,2,Palma,Palma Catedral - Casco Antiguo,875000.0,136.0,0.0
4,4,Suroeste,Cala Major,2950000.0,160.0,0.0
2,2,Sur,Llucmajor,850000.0,138.0,14300.0
6,6,Sur,Son Veri,14500000.0,571.0,1280.0
5,5,Noreste,Capdepera,1780000.0,350.0,6260.0
5,7,Suroeste,Port Andratx,35000000.0,520.0,5754.0
4,4,Central,Llubí,1720000.0,323.0,266.0
3,2,Central,Sineu,1590000.0,315.0,752.0
4,2,Suroeste,Costa d'en Blanes,3450000.0,247.0,825.0
5,6,Central,S'Aranjassa,2950000.0,389.0,13100.0
3,2,Palma,Palma City Centre,650000.0,100.0,0.0
4,4,Sur,Llucmajor,1650000.0,386.0,7115.0
5,5,Suroeste,Cala Vinyes,5950000.0,600.0,1129.0
5,3,Central,Petra,750000.0,326.0,200.0
4,4,Central,Sencelles,1750000.0,423.0,7103.0
4,4,Central,Selva,4600000.0,456.0,25200.0
5,4,Central,Alaró,1425000.0,239.0,205.0
0,0,Oeste,Valldemossa,590000.0,0.0,1300.0
2,2,Palma,Camp d'en Serralta,580000.0,73.0,0.0
3,2,Norte,Muro,995000.0,216.0,176.0
2,2,Palma,Portixol & Molinar,860000.0,88.0,0.0
3,4,Suroeste,Port Andratx,2675000.0,181.0,0.0
0,0,Son Vida & Palma Alrededores,Son Vida,3000000.0,0.0,2185.0
8,8,Son Vida & Palma Alrededores,Son Vida,5950000.0,884.0,2015.0
3,3,Oeste,Sóller,2655000.0,227.0,0.0
0,0,Son Vida & Palma Alrededores,Palma Golf,950000.0,0.0,966.0
5,5,Suroeste,Calvià,2950000.0,390.0,683.0
4,4,Norte,Alcudia - Bonaire,3300000.0,215.0,1000.0
7,4,Sureste,Portocolom,3600000.0,383.0,1360.0
3,3,Suroeste,Bendinat,2950000.0,190.0,0.0
2,2,Sureste,Sa Rapita,590000.0,75.0,0.0
4,4,Son Vida & Palma Alrededores,Establiments,3500000.0,480.0,1200.0
3,3,Noreste,Port Verd,950000.0,137.0,0.0
3,2,Sureste,Cala Llombards,1290000.0,145.0,420.0
3,2,Palma,Playa de Palma & Arenal,475000.0,97.0,0.0
4,3,Noreste,Son Servera,780000.0,224.0,183.0
5,5,Central,Inca,5100000.0,375.0,15200.0
4,6,Norte,Puerto Alcudia - Alcanada,2275000.0,376.0,1166.0
3,3,Palma,Portixol & Molinar,2500000.0,181.0,356.0
0,0,Central,Sencelles,750000.0,0.0,22300.0
5,3,Central,Binissalem,3500000.0,379.0,23400.0
4,4,Palma,Playa de Palma & Arenal,2500000.0,376.0,0.0
2,2,Noreste,San Lorenzo,450000.0,154.0,176.0
3,2,Norte,Pollensa,1600000.0,160.0,6094.0
4,4,Sureste,Felanitx,1500000.0,235.0,17200.0
4,4,Sureste,Felanitx,1500000.0,235.0,16800.0
3,2,Son Vida & Palma Alrededores,Palma Golf,970000.0,106.0,0.0
3,3,Sureste,Ses Salines,1790000.0,176.0,119.0
5,3,Son Vida & Palma Alrededores,Puigpunyent & Galilea,895000.0,163.0,223.0
3,1,Oeste,Deià,1300000.0,152.0,0.0
3,3,Central,Maria de la Salut,845000.0,173.0,161.0
3,3,Suroeste,Palmanova,2300000.0,205.0,509.0
12,14,Central,Sencelles,,937.0,113800.0
3,3,Son Vida & Palma Alrededores,Son Vida,3300000.0,275.0,598.0
3,1,Palma,Portixol & Molinar,680000.0,97.0,0.0
3,3,Sureste,Es Llombards,1950000.0,212.0,16900.0
4,4,Oeste,Sóller,1825000.0,266.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,1200000.0,110.0,0.0
5,4,Sur,Cala Pi,2460000.0,355.0,872.0
3,3,Sur,Llucmajor,1995000.0,302.0,1276.0
2,1,Suroeste,Portals,749000.0,77.0,0.0
3,3,Palma,Es Forti,860000.0,139.0,0.0
3,3,Sureste,Santanyí,3480000.0,360.0,485.0
4,3,Suroeste,Port Andratx,6500000.0,333.0,1936.0
0,0,Central,Algaida,248000.0,0.0,21300.0
0,0,Central,Algaida,248000.0,0.0,21500.0
3,4,Sureste,Cala d'Or,1739000.0,250.0,1049.0
0,0,Sureste,Cala Santanyi,850000.0,0.0,48100.0
3,1,Oeste,Estellencs,350000.0,120.0,0.0
6,6,Central,Santa María,4950000.0,548.0,3445.0
2,2,Palma,Palma Catedral - Casco Antiguo,1175000.0,137.0,0.0
3,2,Suroeste,Portals,1525000.0,257.0,0.0
5,5,Norte,Cala San Vicente,850000.0,240.0,706.0
4,5,Suroeste,Port Adriano,3490000.0,148.0,750.0
0,0,Suroeste,Camp de Mar,2450000.0,0.0,1006.0
4,4,Suroeste,Cas Catalá,2500000.0,203.0,0.0
4,3,Norte,Can Picafort,785000.0,118.0,378.0
0,0,Norte,Muro,192000.0,0.0,207.0
6,6,Son Vida & Palma Alrededores,Son Vida,8350000.0,900.0,2137.0
3,4,Norte,Puerto Alcudia,965000.0,191.0,0.0
6,3,Norte,Puerto Alcudia - Alcanada,4300000.0,158.0,1200.0
2,1,Oeste,Deià,780000.0,147.0,0.0
5,5,Suroeste,Santa Ponsa,3450000.0,272.0,991.0
4,4,Suroeste,Santa Ponsa,3450000.0,245.0,900.0
2,2,Central,San Juan,449000.0,224.0,0.0
0,0,Central,S'Aranjassa,495000.0,0.0,7336.0
2,3,Suroeste,Santa Ponsa,870000.0,123.0,0.0
4,6,Central,Selva,4950000.0,591.0,14300.0
4,4,Norte,Sa Pobla,1650000.0,284.0,1047.0
3,2,Suroeste,Port Andratx,2980000.0,127.0,0.0
2,2,Palma,La Bonanova,749000.0,90.0,0.0
4,3,Suroeste,Andratx,1140000.0,161.0,2940.0
6,3,Central,Puntiró,2250000.0,385.0,9300.0
4,5,Suroeste,Santa Ponsa,8800000.0,730.0,1470.0
5,5,Sureste,Santanyí,2950000.0,336.0,17800.0
9,7,Sur,Llucmajor,3900000.0,430.0,18400.0
3,4,Noreste,Artá,1920000.0,375.0,251.0
2,2,Palma,Son Armadams,850000.0,109.0,0.0
0,0,Noreste,Son Carrio,385000.0,0.0,16600.0
0,1,Norte,Puerto Alcudia,210000.0,34.0,0.0
5,3,Sur,Llucmajor,,350.0,226.0
4,4,Norte,Santa Margalida,3200000.0,358.0,14300.0
3,2,Oeste,Puerto de Sóller,650000.0,94.0,0.0
4,4,Norte,Alcudia - Bonaire,3950000.0,312.0,1150.0
3,2,Suroeste,Palmanova,755000.0,110.0,0.0
3,2,Suroeste,Palmanova,775000.0,93.0,0.0
2,2,Suroeste,Palmanova,606000.0,98.0,0.0
2,2,Suroeste,Palmanova,686000.0,98.0,0.0
3,2,Suroeste,Palmanova,836000.0,115.0,0.0
4,3,Noreste,Canyamel,1790000.0,289.0,7000.0
0,0,Central,Maria de la Salut,320000.0,0.0,42400.0
2,2,Palma,Palma Catedral - Casco Antiguo,695000.0,95.0,0.0
0,0,Central,Llubí,320000.0,0.0,14300.0
5,5,Son Vida & Palma Alrededores,Son Vida,8500000.0,850.0,2137.0
6,5,Oeste,Port des Canonge,1600000.0,350.0,35000.0
5,3,Noreste,Costa de Los Pinos,1950000.0,373.0,1586.0
9,6,Noreste,Artá,,523.0,709800.0
4,3,Suroeste,Port Andratx,4950000.0,387.0,1308.0
2,2,Palma,Santa Catalina,1290000.0,110.0,0.0
0,0,Norte,Pollensa,1300000.0,0.0,90300.0
4,3,Norte,Puerto Alcudia - Alcanada,1650000.0,240.0,412.0
6,5,Central,Lloret de Vista Alegre,2650000.0,861.0,6017.0
0,0,Sureste,Cala Murada,440000.0,0.0,3000.0
3,3,Norte,Alcudia,620000.0,101.0,416.0
2,2,Palma,Son Espanyolet,465000.0,71.0,0.0
3,3,Norte,Alcudia,398000.0,270.0,200.0
7,8,Son Vida & Palma Alrededores,Son Vida,19995000.0,1153.0,2744.0
0,0,Sureste,Cas Concos,1250000.0,0.0,30100.0
5,6,Suroeste,Santa Ponsa,13800000.0,664.0,1230.0
2,2,Palma,El Terreno,895000.0,123.0,0.0
7,8,Sureste,Santanyí,7500000.0,808.0,20400.0
0,0,Suroeste,Port Andratx,9800000.0,0.0,2050.0
5,5,Suroeste,Port Andratx,6950000.0,650.0,1089.0
5,5,Sur,Sa Torre,6900000.0,374.0,1253.0
4,3,Sureste,Alquería Blanca,2800000.0,537.0,3800.0
4,2,Suroeste,Costa de la Calma,2290000.0,200.0,1035.0
10,16,Son Vida & Palma Alrededores,Puigpunyent & Galilea,24000000.0,4000.0,630000.0
2,2,Palma,Paseo Marítimo,1090000.0,90.0,0.0
4,2,Norte,Campanet,1090000.0,192.0,635.0
5,5,Suroeste,Port Andratx,9800000.0,354.0,2050.0
4,4,Suroeste,Calvià,1795000.0,370.0,0.0
2,2,Noreste,Cala Ratjada,950000.0,157.0,0.0
2,2,Suroeste,Cala Major,695000.0,90.0,0.0
4,3,Palma,Portixol & Molinar,,292.0,0.0
3,2,Sur,Puig de Ros,890000.0,258.0,350.0
3,2,Norte,Muro,410000.0,134.0,111.0
4,1,Norte,Pollensa,890000.0,86.0,7718.0
3,3,Noreste,Son Servera,1900000.0,190.0,470.0
5,4,Son Vida & Palma Alrededores,Son Vida,4690000.0,501.0,2600.0
4,5,Suroeste,Camp de Mar,11500000.0,667.0,1426.0
0,0,Central,Maria de la Salut,270000.0,0.0,28300.0
2,2,Palma,La Bonanova,849000.0,102.0,0.0
0,0,Central,Selva,895000.0,0.0,21400.0
5,7,Oeste,Sóller,5950000.0,730.0,402.0
0,0,Noreste,Colonia de St. Pere,580000.0,0.0,405.0
1,1,Sur,Maioris Décima,270000.0,55.0,0.0
0,0,Sureste,Sa Rapita,305000.0,0.0,756.0
8,10,Oeste,Valldemossa,12950000.0,1092.0,23600.0
4,3,Central,Portol,3300000.0,287.0,14100.0
0,0,Central,Montuiri,850000.0,0.0,34800.0
3,3,Suroeste,Santa Ponsa,3650000.0,141.0,0.0
4,3,Sur,Puig de Ros,1290000.0,170.0,355.0
0,0,Sur,Bahía Grande / Bahía Azul,450000.0,0.0,810.0
0,0,Suroeste,Port Andratx,8500000.0,0.0,1750.0
4,3,Suroeste,Costa d'en Blanes,1850000.0,221.0,1440.0
5,0,Son Vida & Palma Alrededores,Son Vida,11400000.0,1045.0,2104.0
3,3,Palma,Palma Catedral - Casco Antiguo,2550000.0,232.0,0.0
2,2,Noreste,Cala Ratjada,950000.0,153.0,0.0
1,1,Palma,El Terreno,420000.0,38.0,0.0
4,2,Sureste,Portopetro,1900000.0,140.0,540.0
3,4,Oeste,Deià,1000000.0,280.0,0.0
4,5,Norte,Sa Pobla,2400000.0,299.0,1053.0
9,9,Suroeste,Santa Ponsa,34450000.0,743.0,5325.0
0,0,Son Vida & Palma Alrededores,Son Vida,4600000.0,0.0,2081.0
4,3,Oeste,Deià,5950000.0,279.0,25000.0
3,3,Suroeste,Santa Ponsa,1390000.0,208.0,0.0
3,3,Oeste,Sóller,1350000.0,186.0,131.0
2,2,Suroeste,Santa Ponsa,670000.0,114.0,0.0
5,5,Palma,Genova,2750000.0,270.0,488.0
4,2,Suroeste,Santa Ponsa,2150000.0,146.0,0.0
3,2,Suroeste,Bendinat,1495000.0,107.0,0.0
2,2,Suroeste,Bendinat,1450000.0,103.0,0.0
5,6,Son Vida & Palma Alrededores,Son Vida,5950000.0,827.0,2806.0
2,2,Suroeste,Port Andratx,890000.0,103.0,0.0
4,3,Suroeste,Santa Ponsa,1970000.0,155.0,0.0
4,4,Central,Alaró,1850000.0,280.0,150.0
4,4,Suroeste,Camp de Mar,5500000.0,508.0,1828.0
0,0,Noreste,Manacor,450000.0,0.0,32000.0
5,5,Sur,Bahía Grande / Bahía Azul,2980000.0,388.0,1570.0
3,2,Sureste,Cala Llombards,2995000.0,217.0,1182.0
2,1,Palma,Portixol & Molinar,585000.0,77.0,0.0
2,2,Palma,Portixol & Molinar,1100000.0,83.0,0.0
3,2,Central,Santa María,1250000.0,205.0,0.0
3,2,Noreste,Manacor,2100000.0,410.0,15600.0
3,3,Sureste,Campos,685000.0,144.0,127.0
3,3,Sureste,Campos,685000.0,144.0,127.0
3,3,Central,Lloseta,1200000.0,271.0,419.0
3,3,Noreste,Son Carrio,1850000.0,190.0,7535.0
3,3,Central,Maria de la Salut,1200000.0,146.0,688.0
4,6,Central,Sineu,3450000.0,466.0,17000.0
2,2,Palma,Palma City Centre,1095000.0,86.0,0.0
0,0,Central,Lloret de Vista Alegre,850000.0,0.0,16000.0
4,4,Central,San Juan,1850000.0,378.0,17000.0
2,1,Suroeste,Palmanova,650000.0,84.0,0.0
3,3,Palma,San Agustin,2225000.0,144.0,0.0
3,3,Palma,San Agustin,3485000.0,191.0,0.0
3,3,Palma,San Agustin,4250000.0,212.0,0.0
0,0,Noreste,Porto Cristo,2160000.0,0.0,900.0
2,3,Palma,Palma Catedral - Casco Antiguo,995000.0,183.0,0.0
6,5,Suroeste,Bendinat,9000000.0,574.0,1251.0
3,2,Norte,Pollensa,670000.0,165.0,111.0
2,2,Palma,Palma Catedral - Casco Antiguo,1250000.0,134.0,0.0
2,2,Noreste,Manacor,1500000.0,110.0,25000.0
3,3,Norte,Puerto Alcudia - Alcanada,1250000.0,241.0,455.0
4,4,Suroeste,Cala Vinyes,2495000.0,300.0,1255.0
0,0,Central,Montuiri,479000.0,0.0,14700.0
5,3,Central,Santa María,1900000.0,407.0,7000.0
7,7,Sur,Llucmajor,1900000.0,339.0,7867.0
3,2,Suroeste,Cas Catalá,1500000.0,95.0,0.0
3,2,Suroeste,Illetas,1600000.0,71.0,0.0
5,4,Sureste,Portocolom,3950000.0,370.0,28000.0
3,2,Suroeste,Paguera,1590000.0,114.0,0.0
3,2,Palma,Playa de Palma & Arenal,490000.0,106.0,0.0
3,5,Sureste,Portocolom,2290000.0,214.0,628.0
4,3,Suroeste,S'Arraco,4300000.0,227.0,6041.0
3,2,Central,Ariany,950000.0,407.0,466.0
3,3,Central,Montuiri,1895000.0,221.0,14700.0
4,4,Suroeste,Portals,8950000.0,387.0,874.0
3,3,Noreste,Cala Ratjada,875000.0,168.0,0.0
3,3,Sureste,Sa Rapita,1730000.0,345.0,812.0
3,2,Sur,Llucmajor,875000.0,443.0,12800.0
4,4,Sureste,Santanyí,4200000.0,318.0,300.0
5,4,Oeste,Valldemossa,13000000.0,986.0,2692.0
4,4,Noreste,Son Servera,2250000.0,250.0,7100.0
5,6,Suroeste,Costa de la Calma,7500000.0,590.0,2429.0
3,2,Oeste,Puerto de Sóller,890000.0,95.0,0.0
3,2,Oeste,Puerto de Sóller,875000.0,95.0,0.0
3,2,Oeste,Puerto de Sóller,990000.0,117.0,0.0
9,10,Noreste,Costa de Los Pinos,,993.0,6012.0
0,0,Noreste,Son Carrio,393750.0,0.0,17500.0
2,2,Central,Inca,1750000.0,138.0,3525.0
3,2,Palma,Santa Catalina,1650000.0,110.0,0.0
4,3,Palma,Paseo Marítimo,2250000.0,161.0,0.0
3,3,Sur,Llucmajor,740000.0,251.0,2300.0
4,3,Oeste,Valldemossa,2175000.0,400.0,840.0
2,2,Suroeste,Port Andratx,1690000.0,83.0,0.0
3,3,Noreste,Colonia de St. Pere,1270000.0,369.0,434.0
12,11,Central,Llubí,5500000.0,730.0,61500.0
4,4,Suroeste,Bendinat,7475000.0,423.0,810.0
5,6,Suroeste,Costa d'en Blanes,7495000.0,468.0,1374.0
0,0,Sureste,Campos,1500000.0,0.0,233300.0
5,5,Son Vida & Palma Alrededores,Son Vida,5490000.0,600.0,2000.0
2,2,Suroeste,Santa Ponsa,1085000.0,90.0,0.0
4,3,Suroeste,Santa Ponsa,1750000.0,300.0,1099.0
6,6,Noreste,Artá,2880000.0,270.0,705.0
5,7,Central,Santa María,16200000.0,700.0,14200.0
4,3,Sur,Sa Torre,2995000.0,407.0,1000.0
2,2,Suroeste,Port Andratx,1290000.0,96.0,0.0
3,2,Palma,Son Armadams,1040000.0,120.0,0.0
3,2,Suroeste,Port Andratx,1295000.0,144.0,0.0
